0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.825338632309987608e-01,7.607671148962595886e-01,1.984549843577473882e-01,2.038711338825496822e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.880624234115784388e-01,7.704368938644868825e-01,7.976230626052279726e-01,7.862470032870394476e-01,7.535465174838715807e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.724731154734781224e-01,7.528636269751679544e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.322462058899841475e-01,7.899131282860600844e-01,8.006238416573794314e-01,7.820185372484425024e-01,6.083719793288276945e-01,6.172357614042501828e-01,8.021794417056069548e-01,8.024116104248906201e-01,7.250606059988001784e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.633448100291450489e-01,7.144168093514366991e-01,7.910172303015521322e-01,7.856822258832936168e-01,7.634189592526793300e-01,5.633947762602318221e-01,7.334009876533893468e-01,7.911039525677099338e-01,7.856883372625144135e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.522346095395728183e-01,7.229730603644937137e-01,7.720427219623489101e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.746943235503059189e-01,7.641412791153918693e-01,7.999054754508114762e-01,7.712616280107199573e-01,5.969083542904861650e-01,5.983683220890443355e-01,9.021325521280947335e-01,6.915920391135017553e-01,5.747651318623444583e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.502851016079300939e-01,1.556521635249661140e+00,7.592617155033462017e-01,6.097160912063374072e-01,5.503089473959767997e-01,7.104366319925584650e-01,7.693602109486885610e-01,7.649160282032534397e-01,6.622971946541790222e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.424648493568094976e-01,1.556521264352290768e+00,7.448336476511736581e-01,5.726752219607484928e-01,5.422428611632930107e-01,6.605760317432179951e-01,2.853107286474296345e+00,5.566413813802397748e-01,5.422680714999580376e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.698741890359562134e-01,1.556521264352290768e+00,8.765770467925817488e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.414535629797774252e-01,9.608798625110456237e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.282701968330851372e-01,7.467110555975596808e-01,8.567705836382573104e-01,6.757447798287616880e-01,5.588282413509725322e-01,7.251718118151799786e-01,7.756862475983073990e-01,7.661444333024670650e-01,6.320595052254328605e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.415808951912270741e-01,3.091293949231117555e+00,7.743092900080716934e-01,7.671205209997460361e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.146372237059560817e-01,7.805064298683458412e-01,7.984183379354097276e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.325601983047716148e-01,1.556521635249661140e+00,7.614288083601253865e-01,7.579730505121994311e-01,0.000000000000000000e+00,6.245985392941856285e-01,7.933401303815756922e-01,8.023107247427375688e-01,7.146229173764375719e-01
0.000000000000000000e+00,5.825338632309987608e-01,7.495113163508755338e-01,1.983403960038506719e-01,2.466447146012979708e-01,5.737826800879128886e-01,1.556573226112079489e+00,7.708644278988696641e-01,7.415381088681113342e-01,5.738079545279285432e-01,7.200043640088481522e-01,5.471110293333194541e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.447305364165368813e-01,3.091293949231117555e+00,7.771313105656614262e-01,6.941447796939563819e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.530045843439896913e-01,1.556189343798072500e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.887460745450581179e-01,1.556521635249661140e+00,7.674198426080640623e-01,7.222987611028226507e-01,6.209310333165061202e-01,3.127607641549579043e+00,8.813811934977012763e-01,5.960854929402557012e-01,1.815872252764566763e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.825338632309987608e-01,7.485457888313170605e-01,1.984316592583891259e-01,1.990287063847260007e-01,0.000000000000000000e+00,6.145448732212116516e-01,7.567531913585100467e-01,5.286627253698664708e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.690637322784952712e-01,9.027047861323646005e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.369906681344689181e-01,3.090012257164220344e+00,8.207484596412573108e-01,6.218229756471640446e-01,1.556573226112079489e+00,8.940745831343654970e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.556000568073331536e-01,8.617592432198966090e-01,6.789068521809851209e-01,7.059296095334306465e-01,5.556137340257580881e-01,8.943436898738945651e-01,7.719086851103019731e-01,5.556253582702508353e-01,8.988061703452415729e-01
5.825338632309987608e-01,7.650125081191873067e-01,1.967160721756708586e-01,2.037448928657285829e-01,0.000000000000000000e+00,6.584306607450808313e-01,3.127607641549579043e+00,8.449380444648151300e-01,6.449645726664429146e-01,1.556689449491862387e+00,7.926130279617817909e-01,6.561815625345989167e-01
5.715930681985771367e-01,7.376713444879815507e-01,1.971855688660518191e-01,2.207510557512743499e-01,5.496653426175863721e-01,8.881256246015107880e-01,7.464900643226251020e-01,0.000000000000000000e+00,5.539395727186545715e-01,7.196583757319563457e-01,7.686311939454264497e-01,7.624794847900426831e-01
